title	url_id	area	price	number_of_bedrooms	number_of_toilets	legal	lat	lon	district	province
Căn hộ chung cư tại GoldSeason	pr41513142	90.0	7.3	3	2	2	20.99477195739746	105.8061294555664	Thanh Xuân	Hà Nội
Nhà riêng tại đường Âu Cơ	pr42448113	48.0	12.5	6	6	2	21.0657463642481	105.828525595253	Tây Hồ	Hà Nội
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	pr42002541	115.0	17.5	3	2	2	21.0335750262046	105.817193268497	Ba Đình	Hà Nội
Căn hộ chung cư tại Goldmark City	pr42591353	147.0	9.7	4	3	2	21.044349348786636	105.76750049205282	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Viha Complex	pr41737482	72.0	7.128	2	2	2	20.997587	105.80383	Thanh Xuân	Hà Nội
Nhà riêng tại đường Minh Khai	pr41398994	47.0	8.8	4	3	2	20.998045679835	105.866668257147	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại C14 - Bộ Công An	pr42476759	132.0	7.26	3	3	2	20.99109276875334	105.78382896635875	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Láng	pr42609934	40.0	15.8	4	5	2	21.0215571695784	105.801170122497	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại đường Bát Khối	pr42634725	80.0	17.8	4	4	2	21.0124982237608	105.904803486124	Long Biên	Hà Nội
Nhà riêng tại phố Nguyễn Đổng Chi	pr42633604	36.0	8.85	3	4	2	21.0380798430338	105.764468305426	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Giang Văn Minh	pr42654094	36.0	10.8	4	5	2	21.0322175188401	105.826683779777	Ba Đình	Hà Nội
Căn hộ chung cư tại Dolphin Plaza	pr42496245	198.0	12.0	4	3	2	21.029753246083743	105.77606942825908	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại HC Golden City	pr42303798	148.0	11.0	4	3	-1	21.03677323016864	105.87269290482509	Long Biên	Hà Nội
Nhà riêng tại phường Nghĩa Đô	pr42640471	50.0	11.5	5	5	2	21.0469218072328	105.802665060709	Cầu Giấy	Hà Nội
Nhà riêng tại đường Khương Đình	pr42594240	55.0	8.9	4	4	2	20.9920894024911	105.813530147778	Thanh Xuân	Hà Nội
Nhà riêng tại phố Việt Hưng	pr42544387	45.0	13.0	4	4	2	21.0529278441915	105.898655485928	Long Biên	Hà Nội
Nhà riêng tại phố Kim Mã	pr42600569	52.0	20.9	3	4	2	21.0295572993635	105.809638157199	Ba Đình	Hà Nội
Nhà riêng tại đường Lạc Long Quân	pr42530022	45.0	13.9	3	4	2	21.0534691485927	105.808766619988	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Phú Diễn	pr42581413	40.0	7.6	4	4	0	21.0454724998426	105.762751251175	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Xuân Đỉnh	pr42641366	50.0	11.5	3	3	2	21.0715437362504	105.794309539211	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Handi Resco Lê Văn Lương	pr42645177	98.0	7.9	3	2	2	21.003601493484016	105.8025437136392	Thanh Xuân	Hà Nội
Nhà riêng tại phố Khương Hạ	pr42581317	45.0	11.3	4	5	2	20.9946245714119	105.817139069077	Thanh Xuân	Hà Nội
Nhà riêng tại phường Đại Mỗ	pr42581533	50.0	9.8	3	3	2	20.9942202503767	105.761107556218	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Quan Hoa	pr42524612	40.0	9.8	4	3	2	21.0399554374494	105.806220531197	Cầu Giấy	Hà Nội
Nhà riêng tại đường Hồ Đắc Di	pr42586861	65.0	14.5	4	3	2	21.0122702964368	105.829068490846	Đống Đa	Hà Nội
Nhà riêng tại đường Long Biên	pr42558223	60.0	10.0	4	4	2	21.0573682640681	105.866300066892	Long Biên	Hà Nội
Nhà riêng tại đường Đản Dị	pr42565379	127.0	15.0	3	2	-1	21.1454691903196	105.857022436195	Đông Anh	Hà Nội
Nhà riêng tại đường Phạm Ngọc Thạch	pr42605208	44.0	7.3	4	4	2	21.0081576437181	105.833743331664	Đống Đa	Hà Nội
Nhà riêng tại đường Mỹ Đình	pr42630006	33.0	8.3	4	4	2	21.0237689465315	105.774616382527	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Quan Hoa	pr42655048	40.0	9.5	3	4	2	21.0400339160705	105.806815041076	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Nguyễn Đức Cảnh	pr42492207	42.0	9.6	2	2	2	20.9864815103208	105.853537587455	Hoàng Mai	Hà Nội
Nhà riêng tại phố Thái Hà	pr42447061	52.0	9.0	4	3	2	21.0127127637357	105.820371452855	Đống Đa	Hà Nội
Căn hộ chung cư tại Star City Lê Văn Lương	pr38247803	112.0	7.15	3	2	0	21.0061817169189	105.806427001953	Thanh Xuân	Hà Nội
Nhà riêng tại đường Kim Giang	pr42638668	40.0	8.8	4	5	2	20.9792450341167	105.820955614851	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Tràng An Complex	pr42620786	74.1	7.0	2	2	2	21.0450875901234	105.803309069224	Cầu Giấy	Hà Nội
Nhà riêng tại đường Lê Quang Đạo	pr42594439	48.6	8.0	4	3	2	21.0123110880601	105.770844781113	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Khúc Thừa Dụ	pr42566486	60.0	12.0	6	5	2	21.0330186947686	105.79200663179	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Vinhomes D'Capitale	pr42649515	105.0	10.0	3	2	2	21.006255485787033	105.7935880079546	Cầu Giấy	Hà Nội
Nhà riêng tại đường Lý Sơn	pr40204130	80.0	10.6	6	6	2	21.0618758	105.8824397	Long Biên	Hà Nội
Nhà riêng tại đường Hồng Hà	pr42639180	55.0	10.5	5	5	2	21.0265624922408	105.859303459994	Hoàn Kiếm	Hà Nội
Nhà riêng tại phố Trần Quốc Hoàn	pr42465321	55.8	18.0	6	5	2	21.0415456909507	105.786587601049	Cầu Giấy	Hà Nội
Nhà riêng tại phố Gia Quất	pr42468611	89.0	16.02	1	1	2	21.0527899517802	105.876405657991	Long Biên	Hà Nội
Căn hộ chung cư tại FLC Landmark Tower	pr40488789	159.0	7.0	3	3	2	21.0340766906738	105.770355224609	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại The Matrix One	pr38149752	114.33	10.0	3	2	2	21.0093860626221	105.773872375488	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Huỳnh Thúc Kháng	pr42442978	51.0	19.2	5	6	2	21.0190481789937	105.810214492905	Đống Đa	Hà Nội
Nhà mặt phố tại phố Chùa Quỳnh	pr42633333	42.0	18.5	6	6	2	21.0003123260277	105.855751922597	Hai Bà Trưng	Hà Nội
Shophouse, nhà phố thương mại tại D’. El Dorado	pr41875215	90.0	15.5	1	1	1	21.0747857300749	105.799836406003	Tây Hồ	Hà Nội
Nhà riêng tại đường Đặng Tiến Đông	pr42605046	47.0	11.7	3	4	2	21.0127832551781	105.823345740687	Đống Đa	Hà Nội
Nhà riêng tại Khu đô thị Sài Đồng	pr42573980	38.0	7.9	3	4	2	21.03434210889639	105.91207027976948	Long Biên	Hà Nội
Căn hộ chung cư tại phố Hoàng Đạo Thúy	pr42440239	120.0	7.0	3	2	2	21.004644011323	105.806200496571	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Cổ Loa	pr42381497	62.5	17.0	4	4	1	21.1158425019208	105.870057180112	Đông Anh	Hà Nội
Căn hộ chung cư tại Thăng Long Number One	pr39225397	169.0	12.0	4	3	2	21.00269889831543	105.79242706298828	Cầu Giấy	Hà Nội
Nhà riêng tại đường Đội Cấn	pr42593937	33.0	7.2	6	4	2	21.0353831858472	105.823538534323	Ba Đình	Hà Nội
Nhà riêng tại đường 800A	pr42605874	50.0	19.5	4	6	2	21.0418802252894	105.800699139886	Cầu Giấy	Hà Nội
Nhà riêng tại phường Nhân Chính	pr42575035	30.0	7.2	3	3	2	21.0020340360905	105.806386210523	Thanh Xuân	Hà Nội
Nhà mặt phố tại đường Tô Vĩnh Diện	pr42003473	50.0	16.0	5	4	2	20.9995558493768	105.821188738843	Thanh Xuân	Hà Nội
Nhà riêng tại đường Nguyễn Văn Cừ	pr42376402	45.0	8.8	4	4	2	21.0437097041647	105.872250729334	Long Biên	Hà Nội
Nhà riêng tại đường Bùi Huy Bích	pr42394465	60.0	15.5	5	4	2	20.9679113648649	105.84531756842	Hoàng Mai	Hà Nội
Nhà riêng tại đường Đào Tấn	pr42633632	33.0	8.6	3	4	2	21.0325734222304	105.808708392044	Ba Đình	Hà Nội
Nhà riêng tại đường Hoàng Văn Thái	pr41005301	61.0	14.5	5	4	2	20.996874311381	105.824680811351	Thanh Xuân	Hà Nội
Căn hộ chung cư tại FLC Landmark Tower	pr42592965	160.0	7.35	4	3	2	21.034182790407947	105.77035955319776	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Định Công	pr42615240	33.0	8.1	4	6	2	20.9832889309582	105.835929739099	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Golden Park Tower	pr42197298	95.1	8.4	3	2	2	21.02653337085976	105.78771249368684	Cầu Giấy	Hà Nội
Nhà riêng tại đường Nguyễn Sơn	pr41151786	70.0	10.2	4	4	2	21.0477488323761	105.877026317473	Long Biên	Hà Nội
Nhà riêng tại đường Minh Khai	pr42647559	45.0	8.5	6	4	2	20.9980448710047	105.866930113611	Hai Bà Trưng	Hà Nội
Nhà mặt phố tại phố Bạch Mai	pr42632661	62.0	17.0	2	2	2	20.9980474416849	105.850346362129	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Thanh Bình	pr42491799	34.0	8.75	3	3	2	20.982328970955	105.777984004617	Hà Đông	Hà Nội
Nhà mặt phố tại phường Quang Trung	pr41775554	55.0	14.0	4	4	2	20.9694633205023	105.779881074427	Hà Đông	Hà Nội
Nhà riêng tại phố Tôn Đức Thắng	pr42635053	25.0	7.8	3	2	2	21.0267189812212	105.833814574629	Đống Đa	Hà Nội
Nhà riêng tại đường Láng	pr42639821	38.0	9.0	3	5	2	21.021729088771	105.801027276145	Đống Đa	Hà Nội
Căn hộ chung cư tại Ha Do Park View	pr42265143	130.0	8.5	3	2	2	21.0274676845035	105.79434163694	Cầu Giấy	Hà Nội
Nhà riêng tại phố Cầu Cốc	pr42598271	68.5	9.55	3	3	2	21.0000023030112	105.742115424271	Nam Từ Liêm	Hà Nội
Nhà riêng tại phường Định Công	pr42620791	66.0	10.0	4	4	2	20.9836759165595	105.829664931035	Hoàng Mai	Hà Nội
Nhà riêng tại đường Đàm Quang Trung	pr42581779	48.0	10.0	3	5	2	21.031947065586	105.90071922507	Long Biên	Hà Nội
Căn hộ chung cư tại The Park Home	pr42160870	80.36	7.8	2	2	2	21.02952270047984	105.79223884150154	Cầu Giấy	Hà Nội
Nhà riêng tại Khu đô thị Đại Mỗ - Hà Nội	pr42578410	60.0	11.2	4	4	2	20.992020221593343	105.7629348242895	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Trần Quý Cáp	pr42578560	52.0	15.0	4	4	2	21.0256312424246	105.840043601955	Đống Đa	Hà Nội
Nhà riêng tại phường Trung Liệt	pr42645296	42.0	13.2	5	6	-1	21.0112618449131	105.821964843634	Đống Đa	Hà Nội
Nhà riêng tại đường Lê Trọng Tấn	pr42584431	52.8	8.8	2	2	2	20.9604886700154	105.765180260354	Hà Đông	Hà Nội
Nhà riêng tại đường An Dương	pr42627165	39.0	7.95	3	4	2	21.0536729303652	105.840087690695	Tây Hồ	Hà Nội
Căn hộ chung cư tại Vinhomes Symphony Riverside	pr42577315	100.0	9.5	3	2	2	21.04620047325355	105.91577362638596	Long Biên	Hà Nội
Nhà riêng tại đường Hồ Đắc Di	pr42637483	80.0	20.0	6	6	2	21.0121297110988	105.829057792067	Đống Đa	Hà Nội
Nhà riêng tại phường Ngọc Thụy	pr42572471	40.0	7.8	4	4	-1	21.0588379961417	105.867790931353	Long Biên	Hà Nội
Nhà riêng tại đường Láng	pr42605357	40.0	17.35	3	5	2	21.0215321706716	105.801042087946	Đống Đa	Hà Nội
Nhà riêng tại đường Láng	pr42635260	43.9	16.5	4	5	2	21.0215292968693	105.800773217537	Đống Đa	Hà Nội
Nhà riêng tại đường Nguyễn Trãi	pr42638551	50.0	8.3	6	5	2	20.9879924326092	105.801016514355	Thanh Xuân	Hà Nội
Căn hộ chung cư tại CTM Building - 139 Cầu Giấy	pr42168132	131.0	7.89	3	2	2	21.0322907102099	105.798685952101	Cầu Giấy	Hà Nội
Nhà riêng tại phố Kim Mã	pr42654279	59.0	10.9	3	3	2	21.0319324253581	105.825110363007	Ba Đình	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Mỗ Lao	pr42617267	61.0	20.5	4	5	2	20.9829523507718	105.78142356479654	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Đại Kim	pr41186220	75.0	21.95	4	4	2	20.9721813290344	105.820676596457	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Sunshine City	pr42609487	98.9	8.1	3	2	2	21.084106763683128	105.79105026480327	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Hoàng Mai	pr42593985	38.0	7.6	3	4	2	20.9887053853918	105.856986576191	Hoàng Mai	Hà Nội
Nhà riêng tại đường Mỹ Đình	pr42519660	40.8	13.8	2	3	2	21.0237409169623	105.774374605816	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Hoàng Như Tiếp	pr42620300	80.0	11.2	2	3	2	21.0409124376248	105.87742653755	Long Biên	Hà Nội
Nhà riêng tại đường Định Công Thượng	pr41961638	45.0	8.5	4	3	2	20.983037304539	105.821259580005	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Tây Hồ Residence	pr41764093	73.3	7.2	2	2	2	21.05620031457218	105.8055979549852	Tây Hồ	Hà Nội
Nhà riêng tại đường Hoàng Hoa Thám	pr42604359	35.0	8.4	3	4	2	21.0418299244471	105.821057178178	Ba Đình	Hà Nội
Nhà riêng tại phường Xuân Đỉnh	pr42631892	66.0	16.5	6	3	2	21.0754628520524	105.789385741502	Bắc Từ Liêm	Hà Nội
Nhà riêng tại phố Trần Đại Nghĩa	pr42594964	43.0	8.8	4	4	2	20.9974722345748	105.846040952429	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Kim Đồng	pr42620772	75.0	21.0	4	5	2	20.9834687012947	105.845383729936	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Hinode Royal Park	pr42647587	90.0	19.5	6	5	2	21.056100198022637	105.71632247602302	Hoài Đức	Hà Nội
Nhà riêng tại đường Nguyễn Cảnh Dị	pr42452596	52.0	18.0	8	5	2	20.9773387830375	105.836381784588	Hoàng Mai	Hà Nội
Nhà riêng tại đường Vũ Trọng Phụng	pr42577533	45.0	8.7	5	2	2	20.9996532496983	105.808570969034	Thanh Xuân	Hà Nội
Nhà riêng tại Khu đô thị Geleximco - Lê Trọng Tấn	pr42655890	45.0	8.1	5	4	2	20.97926436623285	105.74174479423864	Hà Đông	Hà Nội
Nhà riêng tại đường Cầu Giấy	pr41678008	35.0	10.5	3	5	2	21.0350249988656	105.794327308769	Cầu Giấy	Hà Nội
Nhà riêng tại đường Trần Quốc Vượng	pr42548395	34.0	7.0	5	3	-1	21.0345395471724	105.783713413379	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Discovery Complex	pr42246497	210.0	14.0	4	3	1	21.03491075765191	105.79572144712188	Cầu Giấy	Hà Nội
Nhà riêng tại phố Nguyễn Phúc Lai	pr42657078	43.0	15.5	3	4	2	21.0209449279086	105.821714595606	Đống Đa	Hà Nội
Nhà riêng tại đường Bồ Đề	pr42117594	45.0	8.9	5	4	2	21.0379667317782	105.871541749696	Long Biên	Hà Nội
Nhà riêng tại đường Mễ Trì Hạ	pr42499812	60.0	11.98	5	4	2	21.013730124525	105.781399354942	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Cổ Linh	pr42630570	45.0	7.35	4	4	2	21.0277973948154	105.892599075745	Long Biên	Hà Nội
Căn hộ chung cư tại Chung cư Ban cơ yếu Chính phủ	pr41840498	101.0	7.5	3	2	-1	20.9936172175513	105.798300069422	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Five Star Kim Giang	pr42574699	116.0	8.236	4	3	2	20.9859645436969	105.812405145654	Thanh Xuân	Hà Nội
Nhà riêng tại đường Đặng Tiến Đông	pr42579756	45.0	11.7	3	4	2	21.0141094869173	105.82187033602	Đống Đa	Hà Nội
Nhà riêng tại phường Mỹ Đình 1	pr42575493	58.0	13.8	4	3	2	21.0206887834493	105.768672048166	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Hồng Tiến	pr42644095	44.0	13.5	4	6	2	21.0392986030179	105.873138547538	Long Biên	Hà Nội
Nhà riêng tại đường Bồ Đề	pr42653224	100.0	11.9	4	3	2	21.0380766635598	105.871889610232	Long Biên	Hà Nội
Nhà riêng tại đường Giang Văn Minh	pr42594543	65.0	15.6	6	5	2	21.0322929519896	105.826770766945	Ba Đình	Hà Nội
Nhà mặt phố tại đường Bạch Đằng	pr42572353	50.0	12.7	4	3	2	21.0252703626036	105.861898858591	Hoàn Kiếm	Hà Nội
Căn hộ chung cư tại Hateco Laroma	pr41592580	94.0	10.0	3	2	2	21.020416259765625	105.80724334716795	Đống Đa	Hà Nội
Căn hộ chung cư tại Hinode City	pr42392053	164.0	16.5	4	3	2	20.99526949586473	105.86082330455262	Hai Bà Trưng	Hà Nội
Nhà riêng tại phố Trung Kính	pr41522402	35.0	11.0	3	4	2	21.0188164463969	105.792566962739	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Vinhomes Gardenia	pr38285811	110.0	7.5	3	2	2	21.0365676879883	105.760482788086	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Nguyễn Ngọc Nại	pr42639690	53.0	12.5	3	2	2	20.9988590696686	105.825874695738	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Sunshine Golden River	pr42590237	161.8	14.5	3	2	1	21.08462099320727	105.8126032785532	Tây Hồ	Hà Nội
